,cr_lmt_amt,prev_cr_lmt_amt,incm_amt,age,label
2931,50000.0,100000.0,45000,34.0,0.0
2932,500000.0,800000.0,374264,38.0,0.0
2933,500000.0,619000.0,374264,38.0,0.0
2934,250000.0,78000.0,122268,54.0,1.0
2935,400000.0,250000.0,122268,54.0,0.0
2936,31000.0,26000.0,15000,28.0,0.0
2937,74000.0,0.0,34666,29.0,0.0
2938,34000.0,0.0,19000,33.0,0.0
2939,34000.0,0.0,19000,33.0,1.0
2940,40000.0,48000.0,20000,53.0,0.0
2941,200000.0,0.0,128161,46.0,0.0
2942,70000.0,90000.0,30333,39.0,0.0
2943,50000.0,0.0,56752,38.0,0.0
2944,50000.0,0.0,56752,38.0,1.0
2945,388000.0,0.0,194432,46.0,0.0
2946,388000.0,488225.0,194432,46.0,0.0
2947,90000.0,134906.0,194432,46.0,0.0
2948,100000.0,50000.0,54305,56.0,0.0
2949,85000.0,0.0,48718,36.0,0.0
2950,85000.0,0.0,48718,36.0,1.0
2951,30000.0,36000.0,15000,44.0,0.0
2952,85000.0,0.0,49000,37.0,1.0
2953,59000.0,0.0,47897,38.0,0.0
2954,59000.0,0.0,47897,38.0,1.0
2955,30000.0,60000.0,15000,27.0,0.0
2956,70000.0,84000.0,27000,37.0,1.0
2957,80000.0,96000.0,39353,43.0,1.0
2958,60000.0,30000.0,23473,36.0,0.0
2959,30000.0,0.0,23473,36.0,0.0
2960,30000.0,0.0,36643,32.0,0.0
2961,146000.0,175000.0,36643,32.0,1.0
2962,60000.0,0.0,54891,45.0,0.0
2963,80000.0,61000.0,40498,32.0,1.0
2964,60000.0,0.0,83333,56.0,0.0
2965,100000.0,0.0,48233,36.0,1.0
2966,0.0,0.0,48233,36.0,0.0
2967,80000.0,105000.0,61445,35.0,0.0
2968,140000.0,0.0,72910,44.0,0.0
2969,140000.0,0.0,72910,44.0,0.0
2970,30000.0,0.0,64389,47.0,1.0
2971,128000.0,147016.0,64389,47.0,0.0
2972,350000.0,0.0,155715,59.0,0.0
2973,80000.0,359449.0,105000,40.0,0.0
2974,180000.0,200000.0,92976,30.0,0.0
2975,200000.0,0.0,181050,50.0,1.0
2976,50000.0,0.0,25000,58.0,0.0
2977,50000.0,0.0,25000,58.0,0.0
2978,50000.0,0.0,25000,58.0,1.0
2979,26000.0,0.0,15000,29.0,0.0
2980,34000.0,54000.0,21657,36.0,0.0
2981,126000.0,0.0,72000,50.0,0.0
2982,0.0,0.0,21799,42.0,0.0
2983,43000.0,0.0,21799,42.0,0.0
2984,400000.0,520000.0,177990,28.0,0.0
2985,77000.0,0.0,22000,56.0,0.0
2986,160000.0,0.0,79262,48.0,0.0
2987,60000.0,72000.0,31314,27.0,0.0
2988,31000.0,0.0,18180,36.0,0.0
2989,83000.0,0.0,33360,34.0,1.0
2990,0.0,175000.0,70000,42.0,0.0
2991,175000.0,355000.0,70000,42.0,0.0
2992,278000.0,0.0,79515,54.0,0.0
2993,278000.0,0.0,79515,54.0,0.0
2994,30000.0,0.0,18673,26.0,1.0
2995,563000.0,500000.0,225300,49.0,0.0
2996,122000.0,0.0,49059,51.0,0.0
2997,122000.0,100000.0,49059,51.0,0.0
2998,147000.0,50000.0,42000,28.0,1.0
2999,414000.0,434000.0,165931,59.0,0.0
3000,233000.0,302900.0,116900,38.0,0.0
3001,56000.0,30000.0,28042,37.0,0.0
3002,62000.0,0.0,24179,32.0,0.0
3003,100000.0,200000.0,115000,40.0,1.0
3004,63000.0,0.0,36411,28.0,1.0
3005,100000.0,0.0,50000,43.0,0.0
3006,63000.0,0.0,36523,46.0,1.0
3007,150000.0,0.0,68473,34.0,0.0
3008,320000.0,0.0,93854,41.0,0.0
3009,320000.0,0.0,93854,41.0,0.0
3010,320000.0,0.0,93854,41.0,0.0
3011,28000.0,0.0,16380,34.0,1.0
3012,100000.0,175000.0,48204,34.0,1.0
3013,100000.0,240000.0,48204,34.0,0.0
3014,92000.0,102969.0,48800,41.0,0.0
3015,92000.0,0.0,48800,41.0,0.0
3016,0.0,0.0,48800,41.0,0.0
3017,0.0,66000.0,43832,30.0,1.0
3018,153000.0,66000.0,43832,30.0,1.0
3019,225000.0,0.0,112950,34.0,0.0
3020,200000.0,100000.0,86737,43.0,0.0
3021,276000.0,0.0,138000,42.0,0.0
3022,72000.0,0.0,41449,33.0,0.0
3023,300000.0,0.0,294690,31.0,0.0
3024,300000.0,0.0,294690,31.0,0.0
3025,49000.0,79000.0,24800,32.0,1.0
3026,49000.0,79000.0,24800,32.0,0.0
3027,57000.0,0.0,28611,28.0,0.0
3028,57000.0,0.0,28611,28.0,0.0
3029,100000.0,0.0,50000,27.0,0.0
3030,100000.0,0.0,50000,27.0,0.0
3031,46000.0,56000.0,23091,32.0,0.0
3032,100000.0,0.0,60340,37.0,0.0
3033,100000.0,0.0,60340,37.0,0.0
3034,100000.0,0.0,60340,37.0,0.0
3035,70000.0,90000.0,31214,26.0,0.0
3036,126000.0,0.0,40000,55.0,0.0
3037,126000.0,151200.0,40000,55.0,0.0
3038,300000.0,200000.0,100000,30.0,0.0
3039,95000.0,0.0,30000,60.0,0.0
3040,114000.0,95000.0,30000,60.0,0.0
3041,0.0,0.0,20000,32.0,1.0
3042,50000.0,0.0,20000,32.0,1.0
3043,133000.0,0.0,66920,53.0,0.0
3044,133000.0,0.0,66920,53.0,1.0
3045,30000.0,0.0,15000,25.0,0.0
3046,420000.0,0.0,204913,51.0,0.0
3047,300000.0,0.0,189750,52.0,0.0
3048,300000.0,0.0,189750,52.0,1.0
3049,71000.0,85200.0,35534,51.0,0.0
3050,200000.0,0.0,101112,29.0,0.0
3051,70000.0,84000.0,40475,49.0,0.0
3052,70000.0,0.0,40475,49.0,0.0
3053,34000.0,0.0,17000,29.0,0.0
3054,248000.0,463000.0,123865,52.0,1.0
3055,100000.0,200000.0,123865,52.0,1.0
3056,100000.0,0.0,123865,52.0,1.0
3057,78000.0,0.0,22500,30.0,1.0
3058,106000.0,0.0,53000,52.0,1.0
3059,40000.0,50000.0,28296,35.0,0.0
3060,40000.0,40000.0,18580,64.0,0.0
3061,170000.0,0.0,69557,54.0,1.0
3062,124000.0,80000.0,38000,58.0,1.0
3063,94000.0,0.0,47216,50.0,0.0
3064,94000.0,0.0,47216,50.0,1.0
3065,664000.0,500000.0,265649,50.0,1.0
3066,33000.0,0.0,19000,31.0,0.0
3067,374000.0,0.0,149738,42.0,0.0
3068,78000.0,0.0,22500,32.0,0.0
3069,78000.0,0.0,22500,32.0,1.0
3070,200000.0,0.0,88999,37.0,0.0
3071,200000.0,400000.0,88999,37.0,0.0
3072,65000.0,50000.0,33000,32.0,0.0
3073,22000.0,0.0,18199,34.0,0.0
3074,30000.0,30000.0,18000,39.0,1.0
3075,100000.0,0.0,990000,54.0,0.0
3076,55000.0,30000.0,18181,39.0,1.0
3077,68000.0,0.0,45431,53.0,1.0
3078,66000.0,0.0,33175,31.0,0.0
3079,120000.0,0.0,60000,39.0,0.0
3080,804000.0,402000.0,350246,43.0,0.0
3081,100000.0,300000.0,130913,57.0,1.0
3082,260000.0,0.0,130913,57.0,0.0
3083,80000.0,0.0,79432,43.0,0.0
3084,140000.0,90000.0,47000,55.0,0.0
3085,80000.0,0.0,64985,37.0,0.0
3086,80000.0,0.0,64985,37.0,0.0
3087,30000.0,0.0,23672,24.0,0.0
3088,41000.0,0.0,20571,36.0,0.0
3089,310000.0,403000.0,90000,48.0,0.0
3090,40000.0,60000.0,30770,46.0,0.0
3091,76000.0,40000.0,30770,46.0,0.0
3092,120000.0,0.0,61726,36.0,0.0
3093,120000.0,0.0,61726,36.0,0.0
3094,26000.0,0.0,17408,33.0,1.0
3095,50000.0,60000.0,22449,48.0,0.0
3096,120000.0,70000.0,27100,49.0,1.0
3097,30000.0,0.0,27100,49.0,0.0
3098,0.0,50000.0,50979,38.0,0.0
3099,50000.0,80000.0,50979,38.0,0.0
3100,80000.0,100000.0,20000,56.0,0.0
3101,60000.0,0.0,30000,33.0,0.0
3102,35000.0,0.0,20000,38.0,0.0
3103,100000.0,120000.0,77028,56.0,0.0
3104,100000.0,0.0,77028,56.0,0.0
3105,198000.0,0.0,113232,39.0,0.0
3106,100000.0,0.0,45941,35.0,1.0
3107,22000.0,22017.0,18327,40.0,0.0
3108,22000.0,0.0,18327,40.0,0.0
3109,90000.0,0.0,38490,43.0,0.0
3110,50000.0,55000.0,36404,35.0,0.0
3111,194000.0,199000.0,97243,44.0,0.0
3112,134000.0,0.0,67000,32.0,0.0
3113,26000.0,0.0,15092,45.0,0.0
3114,104000.0,0.0,104375,30.0,1.0
3115,60000.0,0.0,32939,34.0,1.0
3116,10000.0,45000.0,32939,34.0,1.0
3117,30000.0,0.0,16400,53.0,0.0
3118,30000.0,0.0,16865,47.0,0.0
3119,77000.0,0.0,38722,26.0,0.0
3120,77000.0,0.0,38722,26.0,0.0
3121,44000.0,57200.0,17639,37.0,1.0
3122,28000.0,0.0,16000,35.0,1.0
3123,340000.0,78000.0,173329,35.0,0.0
3124,200000.0,252436.0,159641,40.0,0.0
3125,500000.0,0.0,392786,53.0,1.0
3126,500000.0,0.0,392786,53.0,0.0
3127,140000.0,0.0,47000,57.0,0.0
3128,81000.0,0.0,36250,41.0,0.0
3129,35000.0,42000.0,20017,26.0,1.0
3130,24000.0,39000.0,16180,39.0,0.0
3131,30000.0,0.0,20633,29.0,1.0
3132,38000.0,42500.0,24847,37.0,0.0
3133,38000.0,0.0,24847,37.0,1.0
3134,170000.0,0.0,87000,43.0,0.0
3135,36000.0,0.0,21112,30.0,1.0
3136,150000.0,0.0,97130,39.0,0.0
3137,40000.0,0.0,24586,34.0,0.0
3138,26000.0,0.0,15394,41.0,1.0
3139,150000.0,330000.0,66052,37.0,1.0
3140,171000.0,0.0,68417,39.0,0.0
3141,26000.0,0.0,15000,48.0,0.0
3142,58000.0,0.0,33277,27.0,0.0
3143,67000.0,0.0,33867,34.0,0.0
3144,40000.0,60000.0,24722,39.0,0.0
3145,25000.0,65000.0,17300,29.0,0.0
3146,0.0,45000.0,19500,34.0,0.0
3147,45000.0,97500.0,19500,34.0,1.0
3148,56000.0,45000.0,22652,28.0,1.0
3149,80000.0,30000.0,28000,65.0,1.0
3150,120000.0,120000.0,28000,65.0,1.0
3151,64000.0,0.0,36944,33.0,1.0
3152,28000.0,115000.0,71316,56.0,0.0
3153,28000.0,78000.0,71316,56.0,0.0
3154,125000.0,329700.0,207105,60.0,0.0
3155,61000.0,71000.0,30750,42.0,0.0
3156,50000.0,30000.0,20000,40.0,0.0
3157,30000.0,0.0,50000,32.0,1.0
3158,30000.0,50000.0,20111,25.0,1.0
3159,71000.0,0.0,20410,42.0,0.0
3160,71000.0,0.0,20410,42.0,0.0
3161,70000.0,0.0,55960,31.0,0.0
3162,70000.0,0.0,55960,31.0,1.0
3163,180000.0,120000.0,60328,37.0,1.0
3164,50000.0,20000.0,34260,49.0,0.0
3165,53000.0,78000.0,30294,31.0,1.0
3166,59000.0,74000.0,40000,33.0,1.0
3167,60000.0,0.0,30000,31.0,0.0
3168,60000.0,0.0,30000,31.0,0.0
3169,100000.0,125000.0,25000,54.0,0.0
3170,16000.0,0.0,16844,26.0,0.0
3171,70000.0,0.0,46440,29.0,1.0
3172,70000.0,0.0,46440,29.0,0.0
3173,112000.0,0.0,37325,41.0,0.0
3174,10000.0,0.0,37325,41.0,0.0
3175,100000.0,0.0,63191,45.0,0.0
3176,100000.0,0.0,63191,45.0,0.0
3177,60000.0,90000.0,96676,68.0,1.0
3178,60000.0,160000.0,42349,47.0,1.0
3179,40000.0,0.0,27000,29.0,0.0
3180,15000.0,0.0,15000,33.0,0.0
3181,29000.0,0.0,17023,35.0,0.0
3182,195000.0,150000.0,78204,47.0,0.0
3183,81000.0,0.0,36000,51.0,1.0
3184,29000.0,0.0,16739,38.0,0.0
3185,100000.0,0.0,65596,36.0,0.0
3186,100000.0,0.0,65596,36.0,1.0
3187,140000.0,78000.0,69470,32.0,0.0
3188,80000.0,59000.0,39778,56.0,0.0
3189,148000.0,168000.0,74000,37.0,0.0
3190,148000.0,0.0,74000,37.0,0.0
3191,70000.0,0.0,36666,39.0,0.0
3192,70000.0,84000.0,36666,39.0,0.0
3193,289000.0,283000.0,72432,41.0,0.0
3194,283000.0,0.0,72432,41.0,0.0
3195,95000.0,0.0,43550,33.0,0.0
3196,67000.0,0.0,67513,35.0,0.0
3197,110000.0,130000.0,55152,36.0,0.0
3198,60000.0,0.0,25990,47.0,0.0
3199,200000.0,0.0,26723,80.0,0.0
3200,380000.0,0.0,194933,55.0,0.0
3201,67000.0,0.0,38773,38.0,0.0
3202,30000.0,0.0,20000,36.0,0.0
3203,123000.0,323000.0,82383,28.0,0.0
3204,0.0,0.0,82383,28.0,0.0
3205,0.0,200000.0,82383,28.0,0.0
3206,120000.0,100000.0,42070,53.0,1.0
3207,150000.0,170000.0,340327,37.0,0.0
3208,150000.0,75000.0,340327,37.0,1.0
3209,150000.0,0.0,340327,37.0,0.0
3210,70000.0,0.0,37926,33.0,0.0
3211,100000.0,566000.0,93353,42.0,0.0
3212,55000.0,60500.0,33732,45.0,0.0
3213,20000.0,26000.0,33732,45.0,0.0
3214,30000.0,42000.0,33732,45.0,0.0
3215,46000.0,59800.0,18702,40.0,0.0
3216,147000.0,50000.0,42000,30.0,0.0
3217,34000.0,17000.0,17140,33.0,1.0
3218,50000.0,0.0,59227,56.0,0.0
3219,170000.0,0.0,62000,58.0,0.0
3220,170000.0,0.0,62000,58.0,1.0
3221,50000.0,0.0,62000,58.0,0.0
3222,80000.0,0.0,46540,43.0,0.0
3223,218000.0,223700.0,109953,39.0,0.0
3224,20000.0,0.0,42000,30.0,0.0
3225,68000.0,0.0,34000,39.0,0.0
3226,100000.0,0.0,51763,45.0,0.0
3227,40000.0,30000.0,16190,46.0,0.0
3228,518000.0,520500.0,259000,54.0,0.0
3229,68000.0,0.0,34116,48.0,0.0
3230,143000.0,110000.0,57282,43.0,0.0
3231,145000.0,0.0,116090,55.0,0.0
3232,92000.0,0.0,61766,39.0,0.0
3233,92000.0,0.0,61766,39.0,0.0
3234,88000.0,0.0,42210,39.0,1.0
3235,100000.0,120000.0,52000,49.0,0.0
3236,0.0,120000.0,52000,49.0,0.0
3237,187000.0,224400.0,75000,39.0,0.0
3238,84000.0,104000.0,23377,43.0,0.0
3239,93000.0,0.0,40000,59.0,0.0
3240,32000.0,0.0,16405,27.0,0.0
3241,93000.0,102300.0,62229,41.0,0.0
3242,91000.0,70000.0,75000,52.0,0.0
3243,31000.0,0.0,18000,47.0,0.0
3244,42000.0,0.0,21000,26.0,0.0
3245,35000.0,0.0,31000,28.0,0.0
3246,20000.0,35000.0,31000,28.0,0.0
3247,65000.0,98000.0,34500,53.0,0.0
3248,40000.0,0.0,23250,27.0,0.0
3249,500000.0,534454.0,100000,69.0,0.0
3250,156000.0,0.0,62590,65.0,1.0
3251,50000.0,0.0,62590,65.0,0.0
3252,36000.0,45819.0,20651,54.0,0.0
3253,60000.0,0.0,30500,43.0,0.0
3254,130000.0,130000.0,60964,51.0,0.0
3255,100000.0,0.0,60964,51.0,0.0
3256,29000.0,0.0,16602,47.0,0.0
3257,51000.0,30000.0,20435,36.0,1.0
3258,30000.0,0.0,20435,36.0,0.0
3259,70000.0,0.0,35000,35.0,0.0
3260,152000.0,182000.0,87212,28.0,0.0
3261,76000.0,0.0,87212,28.0,0.0
3262,62000.0,40000.0,25000,33.0,1.0
3263,68000.0,0.0,34000,34.0,0.0
3264,121000.0,0.0,138700,48.0,1.0
3265,242000.0,0.0,138700,48.0,0.0
3266,30000.0,0.0,19847,36.0,0.0
3267,40000.0,0.0,28930,30.0,0.0
3268,120000.0,0.0,68900,46.0,1.0
3269,88000.0,138000.0,68900,46.0,0.0
3270,20000.0,0.0,68900,46.0,1.0
3271,44000.0,0.0,68900,46.0,1.0
3272,300000.0,150000.0,100000,49.0,1.0
3273,98000.0,0.0,28000,33.0,0.0
3274,100000.0,40000.0,40472,37.0,1.0
3275,100000.0,40000.0,40472,37.0,1.0
3276,50000.0,0.0,66568,43.0,1.0
3277,100000.0,0.0,66568,43.0,0.0
3278,400000.0,200000.0,433686,53.0,1.0
3279,49000.0,0.0,22000,29.0,0.0
3280,226000.0,0.0,113000,37.0,0.0
3281,30000.0,0.0,113000,37.0,0.0
3282,43000.0,0.0,25000,27.0,0.0
3283,43000.0,0.0,25000,27.0,0.0
3284,90000.0,0.0,100369,33.0,1.0
3285,90000.0,180000.0,100369,33.0,0.0
3286,200000.0,300000.0,100369,33.0,0.0
3287,40000.0,0.0,20000,35.0,1.0
3288,180000.0,234000.0,90000,38.0,0.0
3289,49000.0,34000.0,16640,42.0,0.0
3290,34000.0,0.0,16640,42.0,1.0
3291,27000.0,67000.0,15810,32.0,0.0
3292,0.0,27000.0,15810,32.0,0.0
3293,52000.0,59600.0,104525,44.0,0.0
3294,45000.0,227000.0,36537,47.0,0.0
3295,45000.0,141500.0,36537,47.0,0.0
3296,30000.0,0.0,15348,30.0,0.0
3297,90000.0,98672.0,36110,46.0,0.0
3298,157000.0,192000.0,55000,42.0,0.0
3299,30000.0,0.0,15784,36.0,0.0
3300,31000.0,0.0,17925,25.0,0.0
3301,100000.0,0.0,50000,43.0,0.0
3302,20000.0,0.0,12000,42.0,1.0
3303,374000.0,0.0,106911,42.0,0.0
3304,64000.0,0.0,36678,39.0,0.0
3305,40000.0,52000.0,20000,43.0,0.0
3306,100000.0,0.0,105909,46.0,0.0
3307,91000.0,50000.0,36450,42.0,1.0
3308,200000.0,0.0,137500,40.0,1.0
3309,180000.0,0.0,90945,57.0,0.0
3310,100000.0,0.0,179754,44.0,1.0
3311,50000.0,0.0,179754,44.0,0.0
3312,100000.0,150000.0,179754,44.0,0.0
3313,128000.0,0.0,51214,37.0,0.0
3314,68000.0,118000.0,27000,49.0,0.0
3315,81600.0,68000.0,27000,49.0,0.0
3316,50000.0,50000.0,27000,49.0,0.0
3317,38000.0,68000.0,19000,31.0,1.0
3318,71000.0,0.0,35895,35.0,0.0
3319,10000.0,5000.0,23958,60.0,1.0
3320,80000.0,120000.0,23958,60.0,0.0
3321,67000.0,87000.0,30000,41.0,0.0
3322,30000.0,0.0,17550,28.0,1.0
3323,30000.0,0.0,17550,28.0,0.0
3324,22000.0,26400.0,15140,40.0,1.0
3325,27000.0,54000.0,15499,32.0,0.0
3326,27000.0,0.0,15499,32.0,0.0
3327,36000.0,36000.0,18000,39.0,0.0
3328,30000.0,85652.0,19773,37.0,0.0
3329,250000.0,325000.0,131250,40.0,0.0
3330,35000.0,0.0,35728,29.0,1.0
3331,550000.0,500000.0,223000,56.0,1.0
3332,90000.0,0.0,53152,51.0,0.0
3333,40000.0,0.0,24000,38.0,0.0
3334,40000.0,0.0,24000,38.0,1.0
3335,104000.0,107981.0,36000,36.0,0.0
3336,39000.0,30000.0,15400,45.0,1.0
3337,50000.0,0.0,30620,35.0,1.0
3338,90000.0,70000.0,36204,48.0,0.0
3339,80000.0,0.0,42983,31.0,1.0
3340,45000.0,0.0,30320,60.0,1.0
3341,100000.0,0.0,60378,33.0,0.0
3342,157000.0,187000.0,70219,39.0,0.0
3343,157000.0,0.0,70219,39.0,0.0
3344,280000.0,480000.0,140000,49.0,0.0
3345,280000.0,365200.0,140000,49.0,0.0
3346,0.0,330000.0,140000,49.0,0.0
3347,87000.0,0.0,43710,56.0,0.0
3348,43000.0,0.0,24600,50.0,0.0
3349,242000.0,342000.0,182132,38.0,0.0
3350,142000.0,0.0,182132,38.0,0.0
3351,70000.0,84000.0,40000,41.0,0.0
3352,60000.0,0.0,57715,28.0,0.0
3353,30000.0,0.0,57715,28.0,0.0
3354,156000.0,656000.0,156184,37.0,1.0
3355,135000.0,0.0,77348,56.0,0.0
3356,70000.0,0.0,37200,27.0,0.0
3357,70000.0,0.0,37200,27.0,0.0
3358,26000.0,33800.0,15000,28.0,0.0
3359,39000.0,0.0,19500,35.0,0.0
3360,18000.0,21600.0,18802,50.0,0.0
3361,150000.0,0.0,70320,37.0,0.0
3362,63000.0,0.0,31500,34.0,1.0
3363,61000.0,73000.0,22500,31.0,0.0
3364,200000.0,360000.0,113482,60.0,1.0
3365,49000.0,0.0,24892,34.0,0.0
3366,49000.0,119000.0,24892,34.0,0.0
3367,96000.0,80000.0,32817,54.0,1.0
3368,0.0,0.0,27742,37.0,0.0
3369,34000.0,0.0,27742,37.0,0.0
3370,0.0,0.0,27742,37.0,0.0
3371,34000.0,0.0,27742,37.0,0.0
3372,30000.0,0.0,17550,39.0,1.0
3373,350000.0,0.0,175000,63.0,1.0
3374,180000.0,0.0,175792,30.0,0.0
3375,180000.0,0.0,175792,30.0,1.0
3376,120000.0,0.0,60000,37.0,0.0
3377,61000.0,0.0,41612,42.0,0.0
3378,147000.0,100000.0,42000,45.0,0.0
3379,36000.0,0.0,18000,29.0,1.0
3380,130000.0,169000.0,68250,46.0,0.0
3381,70000.0,0.0,42556,44.0,1.0
3382,70000.0,0.0,42556,44.0,0.0
3383,120000.0,0.0,60254,34.0,0.0
3384,60000.0,0.0,60254,34.0,0.0
3385,120000.0,220811.0,60254,34.0,0.0
3386,35000.0,0.0,25721,37.0,1.0
3387,35000.0,0.0,25721,37.0,0.0
3388,329000.0,0.0,94028,54.0,0.0
3389,400000.0,0.0,244169,45.0,0.0
3390,50000.0,0.0,234821,47.0,0.0
3391,120000.0,0.0,51360,29.0,1.0
3392,129000.0,0.0,54855,52.0,1.0
3393,160000.0,388500.0,54855,52.0,0.0
3394,129000.0,0.0,54855,52.0,0.0
3395,328000.0,0.0,164175,32.0,1.0
3396,50000.0,0.0,164175,32.0,0.0
3397,78000.0,0.0,39000,41.0,1.0
3398,32000.0,0.0,26230,31.0,0.0
3399,30000.0,0.0,15000,37.0,0.0
3400,30000.0,0.0,21000,25.0,1.0
3401,30000.0,0.0,21000,25.0,1.0
3402,33000.0,0.0,19120,38.0,1.0
3403,242000.0,0.0,121220,53.0,0.0
3404,0.0,250000.0,75680,38.0,1.0
3405,170000.0,250000.0,75680,38.0,0.0
3406,67000.0,0.0,33760,45.0,0.0
3407,100000.0,50000.0,50513,35.0,0.0
3408,40000.0,48000.0,25833,33.0,1.0
3409,320000.0,0.0,130053,57.0,1.0
3410,320000.0,0.0,130053,57.0,0.0
3411,46000.0,50600.0,23000,23.0,0.0
3412,80000.0,0.0,42998,36.0,0.0
3413,277000.0,0.0,110939,55.0,0.0
3414,277000.0,0.0,110939,55.0,1.0
3415,19000.0,64617.0,15773,37.0,0.0
3416,34000.0,54000.0,19540,39.0,0.0
3417,110000.0,154000.0,61970,55.0,0.0
3418,70000.0,100000.0,20000,36.0,1.0
3419,200000.0,240000.0,57270,47.0,0.0
3420,200000.0,240000.0,57270,47.0,0.0
3421,0.0,240000.0,57270,47.0,1.0
3422,110400.0,92000.0,37155,52.0,0.0
3423,92000.0,110400.0,37155,52.0,0.0
3424,45000.0,56000.0,20355,29.0,0.0
3425,148000.0,0.0,74000,46.0,0.0
3426,310000.0,0.0,155800,30.0,0.0
3427,40000.0,0.0,20273,34.0,0.0
3428,100000.0,130000.0,50000,45.0,0.0
3429,140000.0,182000.0,40000,36.0,0.0
3430,140000.0,0.0,40000,36.0,0.0
3431,93000.0,0.0,41650,39.0,1.0
3432,92000.0,60000.0,37000,37.0,1.0
3433,60000.0,0.0,37000,37.0,0.0
3434,250000.0,0.0,255218,53.0,0.0
3435,250000.0,0.0,255218,53.0,0.0
3436,100000.0,0.0,255218,53.0,1.0
3437,40000.0,60000.0,39830,49.0,1.0
3438,120000.0,0.0,61715,43.0,0.0
3439,120000.0,250000.0,61715,43.0,0.0
3440,120000.0,0.0,61715,43.0,0.0
3441,35000.0,65000.0,30000,39.0,1.0
3442,53000.0,0.0,26831,47.0,0.0
3443,70000.0,0.0,31729,36.0,0.0
3444,100000.0,120000.0,45000,42.0,0.0
3445,31000.0,39000.0,17941,40.0,0.0
3446,0.0,0.0,131140,47.0,0.0
3447,450000.0,0.0,131140,47.0,0.0
3448,30000.0,0.0,16425,48.0,0.0
3449,30000.0,0.0,16425,48.0,0.0
3450,70000.0,0.0,35133,44.0,1.0
3451,215000.0,279500.0,109315,54.0,1.0
3452,215000.0,0.0,109315,54.0,0.0
3453,40000.0,0.0,20000,30.0,0.0
3454,76000.0,0.0,43546,47.0,0.0
3455,80000.0,40000.0,30158,48.0,0.0
3456,60000.0,95000.0,29770,45.0,1.0
3457,80000.0,88000.0,45731,44.0,0.0
3458,460000.0,0.0,205200,42.0,1.0
3459,460000.0,0.0,205200,42.0,1.0
3460,60000.0,109620.0,60000,38.0,0.0
3461,26000.0,0.0,17478,46.0,1.0
3462,123000.0,0.0,61670,43.0,1.0
3463,50000.0,0.0,33413,43.0,0.0
3464,72000.0,0.0,36000,29.0,1.0
3465,72000.0,0.0,36000,29.0,0.0
3466,36000.0,56000.0,18000,32.0,1.0
3467,50000.0,0.0,22605,26.0,0.0
3468,36000.0,26000.0,15000,31.0,1.0
3469,26000.0,0.0,15000,31.0,0.0
3470,66000.0,46000.0,25442,30.0,0.0
3471,35000.0,0.0,20903,35.0,0.0
3472,57000.0,30000.0,23000,32.0,0.0
3473,30000.0,38000.0,18000,29.0,0.0
3474,40000.0,0.0,22000,48.0,1.0
3475,80000.0,0.0,52060,56.0,1.0
3476,80000.0,0.0,52060,56.0,1.0
3477,70000.0,77000.0,36050,40.0,0.0
3478,30000.0,0.0,23831,29.0,0.0
3479,110000.0,140000.0,56000,33.0,0.0
3480,70000.0,0.0,36898,28.0,0.0
3481,100000.0,50000.0,52455,41.0,0.0
3482,50000.0,0.0,20000,28.0,0.0
3483,110000.0,0.0,55000,45.0,0.0
3484,69000.0,0.0,55297,34.0,0.0
3485,69000.0,0.0,55297,34.0,1.0
3486,31000.0,0.0,25000,29.0,1.0
3487,60000.0,90000.0,24939,36.0,0.0
3488,90000.0,0.0,41843,32.0,1.0
3489,30000.0,0.0,17285,27.0,0.0
3490,32000.0,0.0,16000,38.0,0.0
3491,70000.0,0.0,35251,26.0,1.0
3492,64000.0,0.0,32393,41.0,0.0
3493,51000.0,0.0,40710,49.0,0.0
3494,240000.0,0.0,158376,54.0,0.0
3495,240000.0,0.0,158376,54.0,0.0
3496,45000.0,0.0,18000,38.0,0.0
3497,133000.0,0.0,59547,40.0,0.0
3498,200000.0,100000.0,126930,52.0,1.0
3499,39000.0,46800.0,22810,33.0,0.0
3500,133000.0,0.0,66512,48.0,0.0
3501,133000.0,0.0,66512,48.0,0.0
3502,49000.0,0.0,24797,51.0,0.0
3503,0.0,0.0,24797,51.0,0.0
3504,49000.0,0.0,24797,51.0,0.0
3505,30000.0,0.0,15000,31.0,0.0
3506,242000.0,0.0,96917,64.0,0.0
3507,135000.0,0.0,73171,38.0,1.0
3508,135000.0,0.0,73171,38.0,1.0
3509,55000.0,0.0,24733,37.0,0.0
3510,30000.0,30000.0,15570,45.0,0.0
3511,79000.0,149000.0,39690,37.0,1.0
3512,187000.0,117000.0,58796,35.0,0.0
3513,200000.0,130000.0,40000,44.0,0.0
3514,110000.0,0.0,44232,44.0,0.0
3515,50000.0,70000.0,34767,55.0,1.0
3516,90000.0,0.0,50100,44.0,0.0
3517,85000.0,225000.0,45544,38.0,1.0
3518,118000.0,0.0,59299,47.0,0.0
3519,118000.0,0.0,59299,47.0,1.0
3520,118000.0,296000.0,59299,47.0,0.0
3521,75000.0,76846.0,50326,45.0,0.0
3522,124000.0,80000.0,39924,53.0,1.0
3523,173000.0,0.0,115483,38.0,0.0
3524,30000.0,0.0,16875,27.0,0.0
3525,18000.0,0.0,16875,27.0,0.0
3526,18000.0,0.0,16875,27.0,1.0
3527,300000.0,0.0,219417,41.0,1.0
